# Pseudo slit gap
# units Pixels

1836.5   ch01-02
1763.0   ch02-03
1691.0   ch03-04
1619.0   ch04-05
1548.0   ch05-06
1477.0   ch06-07
1406.0   ch07-08
1335.5   ch08-09
1265.0   ch09-10
1194.0   ch10-11
1124.0   ch11-12
943.30   ch13-14
873.07   ch14-15
802.60   ch15-16
732.32   ch16-17
662.25   ch17-18
591.56   ch18-19
520.87   ch19-20
450.12   ch20-21
379.37   ch21-22
307.93   ch22-23
