# Pseudo slit gap
# units Pixels

3673.0   ch01-02
3526.0   ch02-03
3382.0   ch03-04
3238.0   ch04-05
3096.0   ch05-06
2954.0   ch06-07
2812.0   ch07-08
2671.0   ch08-09
2530.0   ch09-10
2388.0   ch10-11
2248.0   ch11-12
1886.60  ch13-14
1746.14  ch14-15
1605.20  ch15-16
1462.64  ch16-17
1324.5   ch17-18
1183.12  ch18-19
1041.74  ch19-20
900.24   ch20-21
758.74   ch21-22
615.86   ch22-23
